CO,CUST#,CUSTOMER NAME,SERVICE NAME,TAX BODY,CYCLE,MTH$,BAL DUE,UNAPPLIED,CURRENT,30+,60+,90+,AREA CD#1,PHONE #1,AREA CD#2,PHONE #2,BILLING ADDR,BILLING CITY,BILLING STATE,BILLING ZIP,SERVICE ADDR,SERVICE CITY,SERVICE STATE,SERVICE ZIP,CONTACT,V0  User Field,V1  CART SURCHARG,V2  MF UNITS,V3  BIZ TYPE,V4  SB1383,V5  Alternate Nam,V6  Opted out of,VARIABLE 7,VARIABLE 8,VARIABLE 9,V10 Old Account #,VARIABLE 11,VARIABLE 12,VARIABLE 13,VARIABLE 14,RES,MTD,YTD,SALES ID,START DT,STOP DT,BILLING STR DT,ACT CD,FEE CODE,PRICE LIST,CREDIT LIMIT,AREA CD#3,PHONE #3,SERVICE COUNTY,SERV MISC FLAG,BILL MISC FLAG,GENERAL EMAIL,BILLING EMAIL,F/C FLAG
01,28659,PHELPS VINEYARDS,PHELPS VINEYARDS,SC    ,TA,0,0,,0,0,0,0,707,967-3771,707,967-3771,P O BOX 1031,ST HELENA,CA,94574    ,200  TAPLIN RD,ST HELENA,CA,94574    ,,,,,,,PHELPS VINEYARDS,,,,,,,,,,N,0,1139.85,,05/16/2013,,05/16/2013,,,CO,,,,,,,,,Y
01,28676,MAIN STREET BOOKMINE,MAIN ST BOOKMINE,S     ,CA,32.62,0,,0,0,0,0,707,733-3199,707,,964  PEARL ST,NAPA,CA,945592612,1315  MAIN ST,ST HELENA,CA,94574    ,NAIOME,,,,,,,,,,,,,,,,N,0,315.51,,01/07/2019,,,,,S,,707,,,,,,,Y
01,28784,LEMMONS ANDERSON,LEMMONS ANDERSON YOUNTVILLE LL,Y     ,CA,435.94,0,,0,0,0,0,916,217-0769,916,717-2665,5716  CODA LN,CARMICHAEL,CA,95608    ,6494  WASHINGTON ST,YOUNTVILLE,CA,94599    ,JASON OLIVEIRA,,,,,,,,,,,,,,,,N,0,6242.93,,01/27/2020,,01/27/2020,,,Y,,707,,,,,yountpm@gmail.com,yountpm@gmail.com,Y
01,28795,CITY OF ST HELENA,CITY OF ST HELENA BC CITY HALL,S     ,MA,668.93,0,,0,0,0,0,707,339-3745,707,,1572  RAILROAD AVE,SAINT HELENA,CA,945741169,1572  RAILROAD AVE,ST HELENA,CA,94574    ,BARREN GARDETTE,,,,,,,,,,,,,,,,N,0,3628.96,,01/21/2020,,01/21/2020,,,S,,707,,,,,APFinance@cityofsthelena.org,APFinance@cityofsthelena.org,N
01,28803,DUNCAN DERMATOLOGY,DUNCAN DERMATOLOGY,S     ,CA,97.87,97.87,,97.87,0,0,0,707,967-0800,707,,1104  ADAMS ST  SUITE 201,ST HELENA,CA, 94574   ,1126  ADAMS ST  SUITE B,ST HELENA,CA, 94574   ,KAREN O'CONNEL,,,,,,,,,,,,,,,,N,0,890.83,,01/21/2020,,,,,S,,707,,,,,,,Y
01,28811,SUFFOLK,SUFFOLK,C     ,TA,0,21014.56,,8045.8,12968.76,0,0,415,940-2209,707,,1615  MURRAY CANYON RD  SUITE 1000,SAN DIEGO,CA,921084319,351  ROSEDALE RD,CALISTOGA,CA,94515    ,WADE  415-940-2209,,,,,,,,,,,,,,,,N,1297.37,167801.66,,01/20/2020,,01/20/2020,,,C,,707,,,,,,tklein@suffolk.com,Y
01,28817,CLIF FAMILY WINERY,CLIF FAMILY WINERY,PV    ,CA,116.53,116.53,,116.53,0,0,0,707,968-0625,707,,1312  VIDOVICH AVE,ST HELENA,CA,94574    ,1545  INK GRADE,POPE VALLEY,CA,95467    ,DEBBIE BAWDEN,,,,,,,,,,,,,,,,N,0,1093.67,,01/31/2020,,01/31/2020,,,PV,,707,,,,,wineryap@cliffamily.com,wineryap@cliffamily.com,Y
01,28932,KOMES RANCH,KOMES RANCH,YC    ,CA,890.4,890.4,,890.4,0,0,0,707,963-1688,707,,P O BOX 557,RUTHERFORD,CA,945730557,7800  MONEY RD,OAKVILLE,CA,,NICKI-MGR,,,,,,,,,,,,,,,,N,0,8136,,03/06/2020,,03/06/2020,,,CO,,707,,,,,komesranch@gmail.com,komesranch@gmail.com,Y
01,28964,NAPA COUNTY- CAL FIRE,ANGWIN VOL STATION,AC    ,CA,89.71,91.06,,91.06,0,0,0,707,299-1465,707,,1125  THIRD ST  2ND FLOOR,NAPA,CA,94559    ,275  COLLEGE AVE,ANGWIN,CA,94508    ,STACEY,,,,,,,,,,,,,,,,N,0,828.88,,02/19/2020,,,,,CO,,707,,,,,,,Y
01,28993,LOLO'S,LOLO'S,S     ,CA,97.87,0,,0,0,0,0,707,963-7972,707,287-0184,1120  MAIN ST,ST HELENA,CA,94574    ,1120  MAIN ST,ST HELENA,CA,94574    ,KRISTINE WALDENBURG,,,,,,LOLO'S,,,,,,,,,,N,0,889.36,,11/20/2001,,11/20/2001,,,S,,,,,,,lolo2nd@sbcglobal.net,lolo2nd@sbcglobal.net,Y
01,29031,TREASURY WINE ESTATES,BERINGER,YC    ,TA,0,2283.99,,297.99,1986,0,0,707,963-2969,707,963-2969,1000  PRATT AVE,SAINT HELENA,CA,945741020,1299  STATE LN,YOUNTVILLE,CA,94599    ,SEAN 707-225-5013,,,,,,BERINGER,,,,,,,,,,N,0,9653.55,,01/23/2018,,01/23/2018,,,CO,,,,,,,,alfiya.kellogg@tweglobal.com,Y
01,29033,BESPOKE NAPA VALLEY,BESPOKE NAPA VALLEY,S     ,CA,97.87,0,,0,0,0,0,415,264-6712,707,,1152  MAIN ST,ST HELENA,CA,94574    ,1152  MAIN ST,ST HELENA,CA,94574    ,JENNIFER HOGAN,,,,,,,,,,,,,,,,N,0,750.98,,03/08/2020,,03/08/2020,,,S,,707,,,,,mperlstein@bespokenapavalley.com,mperlstein@bespokenapavalley.com,Y
01,29057,CITY OF CALISTOGA,CITY OF CALISTOGA,C     ,CA,75,637.84,,637.84,0,0,0,707,942-2828,707,,1113  WASHINGTON ST,CALISTOGA,CA, 94515   ,1113  WASHINGTON ST,CALISTOGA,CA, 94515   ,MELISSA,,,,,,,,,,,,,,,,N,0,1067.8,,02/25/2020,,02/25/2020,,,C,,707,,,,,,,Y
01,29112,COOMBS & DUNLAP,COOMBS & DUNLAP,S     ,CA,97.87,0,,0,0,0,0,707,963-5202,707,252-9100,1211  DIVISION ST,NAPA,CA,94559    ,1312  OAK AVE,ST HELENA,CA,94574    ,KAY KASIC,,,,,,COOMBS & DUNLAP,,,,,,,,,,N,0,891.84,,01/18/2000,,,,,S,,,,,,,,,Y
01,29126,FRANK BLEUSS & CO,FRANK BLEUSS & CO,SC    ,TA,0,0,,0,0,0,0,775,690-7841,707,,2910 N ST HELENA HWY,ST HELENA,CA,94574    ,2910 N ST HELENA HWY,ST HELENA,CA,94574    ,FRANK 775-690-7841,,,,,,,,,,,,,,,,N,0,16196.48,,03/06/2020,,03/06/2020,,,CO,,707,,,,,,,Y
01,29146,CALISTOGA BIKE SHOP,CALISTOGA BIKE SHOP,C     ,CA,103.93,0,,0,0,0,0,707,942-9687,707,,1318  LINCOLN AVE,CALISTOGA,CA,94515    ,1318  LINCOLN AVE,CALISTOGA,CA,94515    ,BRAD SUHR-OWNER,,,,,,,,,,,,,,,,N,0,944.38,,03/05/2020,,,,,C,,707,,,,,calbikes@gmail.com,calbikes@gmail.com,Y
01,29154,MUST,MUST,S     ,CA,438.91,0,,0,0,0,0,707,967-0553,707,,365  LA FATA ST,ST HELENA,CA,94574    ,365  LA FATA ST,ST HELENA,CA,94574    ,MICHELLE MITCHELL,,,,,,,,,,,,,,,,N,0,3606.82,,03/17/2020,,,,,S,,707,,,,,,,Y
01,29208,WHIRCO,WHIRCO,S     ,CA,363.91,773.52,,409.31,364.21,0,0,707,396-0109,707,,11  TERRACE DR,CALISTOGA,CA,94515    ,1057  MAIN ST,ST HELENA,CA,94574    ,CONNIE,,,,,,,,,,,,,,,,N,0,3343.21,,03/30/2020,,,,,S,,707,,,,,,,Y
01,29292,JOE BRANUM TREE CARE INC,JOE BRANUM TREE CARE INC,C     ,CA,103.93,103.93,,103.93,0,0,0,707,942-8954,707,,P O BOX 63,CALISTOGA,CA,94515    ,507  WASHINGTON ST,CALISTOGA,CA,94515    ,JOE,,,,,,,,,,,,,,,,N,0,944.38,,04/09/2020,,,,,C,,707,,,,,,,Y
01,29296,VINTNERS' GOLF CLUB,VINTNERS GOLF CLUB,YC    ,CA,1474.18,1474.18,,1474.18,0,0,0,707,944-1992,707,,7901  SOLANO AVE,YOUNTVILLE,CA,945991453,7901  SOLANO AVE,YOUNTVILLE,CA,94599    ,ROBIN CELL 266-8253,,,,,,VINTNERS' GOLF C,,,,,,,,,,N,0,13014.22,,03/02/2000,,03/02/2000,,,CO,,,,,,,accounting@vintnersgolfclub.com,,N
01,29342,NAPA SELECT VINEYARD SERVICES,NAPA SELECT VINEYARD SERVICES,CC    ,TA,0,-313.17,,-313.17,0,0,0,707,673-7564,707,,PO BOX 533,NAPA,CA,94558    ,1979  GREENWOOD AVE,CALISTOGA,CA,94515    ,TONY 707-206-5111,,,,,,,,,,,,,,,,N,0,6874.56,,04/14/2020,,04/14/2020,,,CO,,707,,,,,,info@nsvsinc.com,Y
01,29347,FLORA SPRINGS,FLORA SPRINGS,SC    ,CA,344.14,2164.69,,2164.69,0,0,0,707,963-5711,707,,677 S ST HELENA HWY,ST HELENA,CA,94574    ,1885 W ZINFANDEL LN,ST HELENA,CA,94574    ,DAVIN DUARTE,,,,,,,,,,,,,,,,N,0,8935.51,,04/17/2020,,,,,CO,,707,,,,,,,Y
01,29356,ROMBAUER,ROMBAUER,SC    ,CA,2356.47,2356.47,,2356.47,0,0,0,925,768-7138,707,,3522  SILVERADO TRL N,SAINT HELENA,CA,945749663,3522 N SILVERADO TRL,ST HELENA,CA,94574    ,ERIC,,,,,,,,,,,,,,,,N,0,21076.38,,04/22/2020,,,,,CO,,707,,,,,,,Y
01,29374,CATHIARD FAMILY ESTATE,CATHIARD FAMILY ESTATE,SC    ,CA,1373.25,0,,0,0,0,0,707,495-1365,707,,1978  ZINFANDEL LN,SAINT HELENA,CA,945741611,1978 W ZINFANDEL LN,ST HELENA,CA,94574    ,BEN MORKEN,,,,,,,,,,,,,,,,N,0,11803.14,,04/24/2020,,04/24/2020,,,CO,,707,,,,,b.morken@cathiardfamilyestate.com,j.labbe@cathiardfamilyestate.com,Y
01,29402,ALSTON CONSTRUCTION,ALSTON CONSTRUCTION,C     ,TA,0,268.2,,268.2,0,0,0,916,340-2400,707,,8775  FOLSOM BLVD  # 206,SACRAMENTO,CA,958263725,501  WASHINGTON ST,CALISTOGA,CA,94515    ,RUSSELL 224-325-7475,,,,,,,,,,,,,,,,N,0,9341.74,,04/28/2020,,04/28/2020,,,C,,707,,,,,,dlasorella@alston.com,Y
01,29433,ARCHANGEL INVESTMENTS,BALDACCI FAMILY VYDS,YC    ,CA,256.23,429.55,,429.55,0,0,0,707,841-4336,707,944-9261,6236 S SILVERADO TRL,NAPA,CA,94558    ,6236 S SILVERADO TRL,YOUNTVILLE,CA,94599    ,KELLLIE DUCKHORN,,,,,,,,,,,,,,,,N,46.46,3728.52,,03/27/2000,,03/27/2000,,,CO,,,,,,,mbaldacci@baldaccivineyards.com,info@baldaccivineyards.com,Y
01,29525,PUERTA DORADA LLC,MARTIN ESTATES,YC    ,TA,0,0,,0,0,0,0,,967-0300,707,967-0300,P O BOX 390,RUTHERFORD,CA,945730390,8780  CONN CREEK RD,RUTHERFORD,CA,945730390,PETRA,,,,,,PUERTA DORADA LL,,,,,,,,,,N,0,263.63,,07/19/2021,,07/19/2021,,,CO,,,,,,,,,Y
01,29543,CELLO & MAUDRU,CELLO & MAUDRU,CC    ,TA,0,268.2,,268.2,0,0,0,707,227-6601,707,,2505  OAK ST,NAPA,CA,945592226,1171  TUBBS LN,CALISTOGA,CA,94515    ,MICHAEL 707-227-6601,,,,,,,,,,,,,,,,N,0,22184.87,,05/07/2020,,05/07/2020,,,CO,,707,,,,,,,Y
01,29548,BACKEN GILLAM ARTEC,BACKEN GILLAM ARTEC,S     ,CA,195.74,195.74,,195.74,0,0,0,707,967-1920,707,,1421  MAIN ST,ST HELENA,CA,94574    ,1421  MAIN ST,ST HELENA,CA,94574    ,CRYSTAL OLIVARES,,,,,,,,,,,,,,,,N,0,1777.44,,05/06/2020,,,,,S,,707,,,,,,,Y
01,29563,JOHNNY'S,JOHNNY'S,C     ,CA,311.79,0,,0,0,0,0,707,942-5938,925,785-2359,1457  LINCOLN AVE  A,CALISTOGA,CA,94515    ,1457  LINCOLN   A,CALISTOGA,CA,94515    ,DAN KEISER,,,,RESTAURANT,,,,,,,,,,,,N,0,2833.14,,05/14/2020,,05/14/2020,,,C,,707,,,,,theresa@johnnyscalistoga.com,theresa@johnnyscalistoga.com,Y
01,29567,CONSTELLATION BRANDS,ROBERT MONDAVI VINEYARDS,YC    ,TA,0,0,,0,0,0,0,707,880-5756,707,,235 N BLOOMFIELD RD,CANANDAIGUA,NY,144241059,1045  OAKVILLE X RD ME,OAKVILLE,CA,94562    ,TEMA 707-880-5756,,,,VINEYARD,,,,,,,,,,,,N,0,5020.72,,05/12/2020,,,,,CO,,707,,,,,olga.hernandez@cbrands.com,olga.hernandez@cbrands.com,Y
01,29585,CONSTELLATION BRANDS,ROBERT MONDAVI CORP,YC    ,PA,0,13183.68,,8032.77,5150.91,0,0,707,968-2061,707,968-2061,235 N BLOOMFIELD RD,CANANDAIGUA,NY,144241059,7801 S ST HELENA HWY,OAKVILLE,CA,94562    ,OTTO 707-968-2126,,,,,,ROBERT MONDAVI C,,,,,,,,,,N,0,45083.36,,04/24/2006,,04/24/2006,,,CO,,,,,,,Daniela.Torres@cbrands.com,ap@cbrands.com; Daniela.Torres@cbrands.com,Y
01,29607,E.V. FLORAL DESIGN,E.V. FLORAL DESIGN,C     ,CA,34.64,0,,0,0,0,0,707,623-8362,707,,1217  WASHINGTON ST,CALISTOGA,CA,94515    ,1217  WASHINGTON ST,CALISTOGA,CA,94515    ,ERICA,,,,,,,,,,,,,,,,N,0,305.45,,06/04/2020,,,,,C,,707,,,,,,,Y
01,29658,JORGE HERNANDEZ,JORGE HERNANDEZ,S     ,TA,0,954.36,,954.36,0,0,0,707,815-8691,707,,P O BOX 849,ST HELENA,CA,94574    ,2500  SPRING MTN RD,ST HELENA,CA,94574    ,JENNIFER 707-815-8691,,,,,,,,,,,,,,,,N,0,7988.34,,05/27/2020,,,,,S,,707,,,,,,,Y
01,29685,HOOPES FAMILY VYD WINERY,HOOPES FAMILY VYD WINERY,YC    ,CA,844.48,0,,0,0,0,0,707,242-7464,707,944-1869,P O BOX 3600,YOUNTVILLE,CA,94599    ,6204  WASHINGTON ST,YOUNTVILLE,CA,94558    ,KATIE,,,,,,,,,,,,,,,,N,0,8065.89,,06/08/2020,,,,,CO,,707,,,,,,,Y
01,29720,CAFE SAN MARCO,CAFE SAN MARCO,C     ,CA,69.28,0,,0,0,0,0,707,694-9627,707,,P O BOX 844,CALISTOGA,CA,94515    ,1408  LINCOLN AVE,CALISTOGA,CA,94515    ,ANTONIA GUTIERREZ,,,,,,,,,,,,,,,,N,0,632.22,,06/04/2020,,06/04/2020,,,C,,707,,,,,antoniagutierrez68@yahoo.com,antoniagutierrez68@yahoo.com,Y
01,29744,BAYVIEW ENGINEERING & CONST,BAYVIEW ENGINEERING & CONST,YC    ,TA,0,335.25,,335.25,0,0,0,916,939-8986,707,,5040  ROBERT J MATTHEWS PKWY,EL DORADO HILLS,CA,95762    ,260  CALIFORNIA DR,YOUNTVILLE,CA,94599    ,ROGER 530-306-6208,,,,,,,,,,,,,,,,N,0,17824.54,,06/08/2020,,,,,CO,,707,,,,,rjames@bayviewecci.com,Accounting@BayviewECCI.com,Y
01,29745,CONSTELLATION BRANDS,ROBERT MONDAVI MAINTENANCE,YC    ,TA,0,268.2,,268.2,0,0,0,707,968-2061,585,396-7687,235 N BLOOMFIELD RD,CANANDAIGUA,NY,144241059,1421  WALNUT DR,OAKVILLE,CA,94562    ,,,,,,,ROBERT MONDAVI V,,,,,,,,,,N,0,3470.29,,12/05/2003,,12/05/2003,,,CO,,,,,,,,,Y
01,29859,NAPA VALLEY HOUSING AUTHO,NAPA COUNTY HOUSING,YC    ,CA,1447.1,1447.1,,1447.1,0,0,0,707,257-9543,707,265-7629,1195  THIRD ST  SUITE 310,NAPA,CA,94559    ,5589 S SILVERADO TRL,YOUNTVILLE,CA,94559    ,A/P ARACELA 253-4422,,,,,,NAPA VALLEY HOUS,,,,,,,,,,N,0,13149.68,,06/12/2000,,06/12/2000,,,CO,,,,,,,,,N
01,30036,PUC DINING COMMONS,PUC DINING COMMONS,PUC   ,CA,2673.91,1623.9,,1623.9,0,0,0,707,,707,,1  ANGWIN AVE,ANGWIN,CA,94508    ,1  ANGWIN AVE,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,14772.77,,08/24/2020,,08/24/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30037,PUC MARKET,PUC MARKET,PUC   ,CA,1856.1,2006.1,,2006.1,0,0,0,707,815-2386,707,,15  ANGWIN AVE,ANGWIN,CA,94508    ,15  ANGWIN AVE,ANGWIN,CA,94508    ,LES,,,,,,,,,,,,,,,,N,0,13875.39,,07/13/2020,,07/13/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30038,PUC NICHOL HALL,PUC NICHOL HALL,PUC   ,CA,890.4,890.4,,890.4,0,0,0,707,,707,,1  ANGWIN AVE,ANGWIN,CA,94508    ,1  ANGWIN AVE,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,8091,,09/02/2020,,09/02/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30039,PUC PACIFIC STUDIOS,PUC PACIFIC STUDIOS,PUC   ,CA,269.14,269.14,,269.14,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,ANGWIN,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,2445.64,,07/15/2020,,07/15/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30040,PUC PREPARATORY SCHOOL,PUC PREPARATORY SCHOOL,PUC   ,CA,269.14,269.14,,269.14,0,0,0,707,,707,,1  ANGWIN AVE,ANGWIN,CA,94508    ,1  ANGWIN AVE,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,2445.64,,08/19/2020,,08/19/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30047,SUNRISE HORSE RESCUE,SUNRISE HORSE RESCUE,CC    ,CA,44.86,44.86,,44.86,0,0,0,714,348-5513,707,,P O BOX 143,ST HELENA,CA,94574    ,1400  TUBBS LN  B,CALISTOGA,CA,94515    ,DAWN,,,,,,,,,,,,,,,,N,0,407.62,,06/25/2020,,,,,CO,,707,,,,,,,Y
01,30057,FORTUNATE SON WINERY  LLC,FORTUNATE SON WINERY  LLC,S     ,TA,0,268.2,,268.2,0,0,0,707,738-0164,707,,1345  RAILROAD AVE  2A,ST HELENA,CA,945741123,825  FULTON LN,ST HELENA,CA,94574    ,MICHAEL 707-738-0164,,,,,,,,,,,,,,,,N,0,13213.27,,06/24/2020,,06/24/2020,,,S,,707,,,,,,,Y
01,30068,PUC RESIDENTIAL HOMES,PUC RESIDENTIAL HOMES,PUC   ,CA,5851.8,5851.8,,5851.8,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,ANGWIN,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,54008.4,,07/01/2020,,07/01/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30071,PUC GYM/PAULIN HALL,PUC GYM/PAULIN HALL,PUC   ,CA,890.4,890.4,,890.4,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,LA JOTA,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,2185.23,,09/08/2021,,,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30072,PUC GRAF,PUC GRAF,PUC   ,CA,1706.1,1706.1,,1706.1,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,LA JOTA DR,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,13125.39,,07/06/2020,,07/06/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30073,PUC ANDRE,PUC ANDRE,PUC   ,CA,890.4,1346.3,,1346.3,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,LA JOTA,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,6658.46,,09/08/2021,,,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30075,PUC WINNING,PUC WINNING,PUC   ,CA,890.4,1346.3,,1346.3,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,LA JOTA,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,6658.46,,09/08/2021,,,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30076,PUC IRWIN/CLARK,PUC IRWIN/CLARK,PUC   ,CA,890.4,890.4,,890.4,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,LA JOTA DR,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,3631.69,,04/07/2021,,04/07/2021,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30077,PUC GRAINGER,PUC GRAINGER,PUC   ,CA,890.4,1346.3,,1346.3,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,LA JOTA DR,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,2771.95,,09/06/2021,,09/08/2021,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30078,PUC NEWTON,PUC NEWTON,PUC   ,CA,1706.1,1706.1,,1706.1,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,LA JOTA DR,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,3131.75,,09/06/2021,,,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30080,PUC FISHER,PUC FISHER,PUC   ,CA,890.4,890.4,,890.4,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,HARDIN WAY,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,1575.89,,09/08/2021,,,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30081,PUC MCREYNOLDS,PUC MCREYNOLDS,PUC   ,CA,890.4,890.4,,890.4,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,ANGWIN,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,8091,,07/08/2020,,,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30082,PUC LANDSCAPE,PUC LANDSCAPE,PUC   ,CA,89.72,89.72,,89.72,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,ANGWIN,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,2703.93,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30083,PUC MAINTENANCE,PUC MAINTENANCE,PUC   ,CA,965.4,965.4,,965.4,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,HIGHLAND OAKS DR,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,8391,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30084,PUC MEDICAL BUILDINGS,PUC MEDICAL BUILDINGS,PUC   ,CA,269.14,269.14,,269.14,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,ANGWIN,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,2445.64,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30085,PUC CHEVRON GAS STATION,PUC CHEVRON GAS STATION,PUC   ,CA,482.56,482.56,,482.56,0,0,0,707,,707,,111  HOWELL MTN RD,ANGWIN,CA,94508    ,111  HOWELL MTN RD,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,4424.84,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30086,PUC EMERGENCY SERV/PRESS SHOP,PUC EMERGENCY SERV/PRESS SHOP,PUC   ,CA,890.4,890.4,,890.4,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,HARDIN,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,8091,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30088,PUC CHURCH,PUC CHURCH,PUC   ,CA,482.56,482.56,,482.56,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,ANGWIN WY & HARDIN,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,4384.96,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30089,PUC ELEMENTARY SCHOOL,PUC ELEMENTARY SCHOOL,PUC   ,CA,403.71,403.71,,403.71,0,0,0,707,965-2459,707,,135  NEILSEN CT,ANGWIN,CA,94508    ,135  NEILSEN CT,ANGWIN,CA,94508    ,JAMES -PRINCIPAL,,,,,,,,,,,,,,,,N,0,3668.46,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30090,PUC DISCOVERYLAND PRESCHOOL,PUC DISCOVERYLAND PRESCHOOL,PUC   ,CA,269.14,269.14,,269.14,0,0,0,707,,707,,85  COLD SPGS RD,ANGWIN,CA,94508    ,85  COLD SPGS RD,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,2445.64,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30092,PUC L MANAGEMENT,PUC L MANAGEMENT,PUC   ,CA,482.56,482.56,,482.56,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,HIGHLAND OAKS DR,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,4384.96,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
01,30093,PUC CHAN SHUN HALL,PUC CHAN SHUN HALL,PUC   ,CA,890.4,890.4,,890.4,0,0,0,707,,707,,ANGWIN,ANGWIN,CA,94508    ,COLLEGE AVE,ANGWIN,CA,94508    ,,,,,,,,,,,,,,,,,N,0,1575.89,,09/08/2021,,,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30095,PUC CUSTODIAL SERVICES,PUC CUSTODIAL SERVICES,PUC   ,CA,890.4,890.4,,890.4,0,0,0,707,815-2386,707,,ANGWIN,ANGWIN,CA,94508    ,HARDIN,ANGWIN,CA,94508    ,LES,,,,,,,,,,,,,,,,N,0,5896.39,,09/08/2021,,,,,CO,,707,,,,,,accountsreceivable@uvds.com,Y
01,30096,PUC AIRPORT,PUC AIRPORT,PUC   ,CA,269.14,269.14,,269.14,0,0,0,707,815-2386,707,,1  AIRPORT WAY,ANGWIN,CA,94508    ,1  AIRPORT WAY,ANGWIN,CA,94508    ,LES,,,,,,,,,,,,,,,,N,0,2445.64,,07/08/2020,,07/08/2020,,,CO,,707,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,Y
